"AirPtCd","month","Sd_Max_Temp","Max_Temp","Sd_Min_Temp","Min_Temp","Sd_Precip","Mean_Precip","Sd_Max_DewPoint","Max_DewPoint","Sd_Min_DewPoint","Min_DewPoint","Sd_Max_Humidity","Max_Humidity","Sd_Min_Humidity","Min_Humidity","Sd_Max_Sea_Level_Press","Max_Sea_Level_Press","Sd_Min_Sea_Level_Press","Min_Sea_Level_Press","Sd_Vis","Min_Vis","Sd_CloudCover","CloudCover","Sd_Mean_Wind_Speed","Mean_Wind_Speed","Sd_Max_Wind_Speed","Max_Wind_Speed","mxT_sd","mxT_mean","mnT_sd","mnT_mean","mxT_sd_abs","mxT_mean_abs","mnT_sd_abs","mnT_mean_abs","BSS","city","state","longitude","latitude","elevation","dist2coast"
"KAAO",1,13.7320819123917,44.1434878587196,9.81607210855704,23.8344370860927,0.110368814771133,0.0278145695364238,10.2151702892305,29.3576158940397,10.8507268810848,17.8918322295806,10.3187525961597,86.5916114790287,17.9808339336848,47.7439293598234,0.286897507694764,30.2693377483444,0.293473484999017,29.965761589404,3.55913860646034,7.37086092715232,3.03464629277496,2.96688741721854,3.8829237234147,10.5298013245033,6.02765219520376,18.6688741721854,5.62385298834938,-1.0089485458613,5.82103956007656,1.94183445190157,3.61148120871502,4.42281879194631,3.89387694537896,4.73825503355705,0.229384396268986,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",2,14.4737892890208,51.7003968253968,10.895638238601,28.0277777777778,0.0666545477955909,0.0157142857142857,12.2003519231674,32.6011904761905,11.4095217638045,18.5416666666667,11.5400009127923,82.8293650793651,14.7286280575731,38.9007936507937,0.251198037456307,30.234623015873,0.257880167068717,29.9406349206349,3.38615722880495,8.09523809523809,2.37933912968662,2.02777777777778,4.26309048509173,11.531746031746,6.54249810501557,20.3630952380952,5.57191869002287,-0.138888888888889,7.05080868336392,2.56150793650794,3.55354004022857,4.28968253968254,4.68371965384652,5.85515873015873,0.295077882152481,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",3,12.5748472337598,62.937618147448,9.34045194326482,38.6332703213611,0.163902722701675,0.0409262759924386,10.8189298188057,41.2173913043478,11.1452332479303,27.0396975425331,12.7561670268156,83.7542533081285,19.1400265285188,36.1852551984877,0.21199020204688,30.1662192816635,0.229705641614524,29.9174102079395,3.46713987135683,7.63137996219282,2.94198963803461,2.91304347826087,5.28335618799911,12.1266540642722,6.93124886733788,21.2117202268431,6.237259455136,-0.00189035916824197,6.50423925722978,1.66918714555766,4.17500225961489,4.62948960302457,4.3607425071175,5.10207939508507,0.25678068750175,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",4,8.13209009920704,70.3680709534368,7.03597972059372,48.2359550561798,0.298645535542177,0.101735357917571,9.16213407894994,50.8786516853933,10.5673781382456,39.2988764044944,13.4934339736351,85.4539325842697,17.6504594414359,43.5955056179775,0.169152708745056,30.0316702819957,0.193117926724993,29.8147071583514,3.39207975753607,7.08539325842697,2.70535192560986,3.11011235955056,4.27032453411715,11.8629213483146,6.16162018596774,21.4651685393258,4.86411794105748,-0.377828054298643,5.68419110093974,1.22018348623853,3.23341566498028,3.64932126696833,3.91976634184083,4.28899082568807,0.212485701758653,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",5,8.54069960542476,74.6332665330661,7.06758238144739,54.1382765531062,0.441549498960779,0.231763527054108,8.32945254140994,58.4148296593186,8.45413976077612,48.9138276553106,8.98057700674839,92.4268537074148,15.4652363650438,50.9659318637275,0.157349130353323,30.0351903807615,0.171409465842006,29.8534268537074,3.81150033920649,6.58316221765914,2.78354644289477,3.4809619238477,3.63069833040914,10.2384769539078,6.20061303673854,19.2104208416834,3.87431306529995,0.414829659318637,4.21420157246913,2.40480961923848,2.76022537375676,2.74749498997996,3.13232409462507,3.70340681362725,0.062281238416078,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",6,5.61473175226969,88.4914285714286,5.16659713136684,67.3638095238095,0.307862505720018,0.106609523809524,4.92008620588655,68.5352380952381,5.56240300173965,60.5314285714286,8.89014787218895,88.5447619047619,11.0082342532327,45.36,0.113472751930816,29.9859428571429,0.121366558458982,29.8411238095238,3.17432447583145,8.2,1.93759417167747,1.63809523809524,3.98311868517576,10.0342857142857,7.00226011184509,18.8342857142857,4.09216609352167,0.251428571428571,3.47668978552537,0.634285714285714,2.73499076451942,3.05142857142857,2.28754152699612,2.69142857142857,0.012669356088135,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",7,7.67629766177624,90.5924812030075,5.61761155310284,70.0932330827068,0.38176118783599,0.104977843426883,4.26204883136783,71.6,4.61579239687372,64.1864661654135,8.28774187935579,91.009022556391,11.7545852149493,47.7488721804511,0.102659778359074,30.014106351551,0.105903853960687,29.882082717873,3.35411547027164,7.75187969924812,2.18283228202413,1.5984962406015,3.44099381654652,9.31729323308271,6.74718053330553,17.7052631578947,3.97477323276702,1.61187214611872,3.22666935199468,1.56012176560122,2.83577670894726,3.21613394216134,2.28896977558734,2.75646879756469,0.171824375682004,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",8,5.75421895962126,87.7974683544304,5.61025409154102,66.4725738396624,0.393254705862964,0.127805907172996,4.50996444807646,69.2334739803094,5.85351888747434,61.4725738396624,8.33798669625626,92.3867791842475,10.8346247247448,48.0323488045007,0.0984722807669034,30.0278199718706,0.103975445213499,29.8959493670886,3.66643596955473,7.21097046413502,1.94732845518138,1.70323488045007,3.40929958007668,8.39943741209564,5.22706422687206,15.5372714486639,3.74326491845786,1.22644163150492,3.33196382397356,1.82981715893108,2.64834961257955,2.91420534458509,2.40010828912542,2.94655414908579,0.17777904382273,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",9,7.38389078123529,83.4649122807018,8.03165968868987,61.0482456140351,0.395472257971092,0.0961184210526316,6.9223567894424,63.8530701754386,8.10990600914428,55.3223684210526,8.37657184361039,90.5087719298246,9.78514684142804,44.3837719298246,0.137225248219105,30.0850219298246,0.139999654010975,29.9240131578947,3.09778228104054,7.86184210526316,2.07311761775042,1.78289473684211,3.89476719333314,9.99561403508772,6.45360681103283,17.5899122807018,3.80198659135146,-0.163265306122449,4.14200369375158,2.08616780045351,2.68483682820075,2.69387755102041,3.2126515005501,3.34240362811791,0.058735460008584,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",10,8.51975639704267,74.0198198198198,7.82129907941685,50.2486486486486,0.166454234149263,0.0577477477477477,9.09417702050213,53.3747747747748,9.90091904183461,42.6756756756757,12.5721886637862,87.6,14.0383039555734,41.1945945945946,0.170227995625521,30.1197837837838,0.193238995536715,29.9201621621622,3.86194112244662,7.37887067395264,2.2185717677929,1.92432432432432,4.01940604306388,9.43243243243243,6.07283231191827,17.2936936936937,4.33242799760099,-0.0907441016333938,4.88345681563986,2.3448275862069,2.97983322328742,3.14337568058076,3.54848566803012,4.09074410163339,0.0592490056072735,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",11,12.9242572654992,57.2345679012346,11.5716783732541,34.8148148148148,0.146830695522214,0.024320987654321,13.7472260539344,39.8938271604938,12.7194694875989,26.7728395061728,11.9711704989334,84.7456790123457,15.1585174171899,41.5679012345679,0.265315183200785,30.2267901234568,0.307782390659375,29.9504444444444,3.41226674755003,8.11111111111111,2.61443857921046,2.06172839506173,4.89108861403457,11.3950617283951,6.45591899819331,19.320987654321,4.14438379572547,-0.899484536082474,6.50040162117547,2.16237113402062,2.78631881722344,3.19329896907217,4.36943372047083,5.27061855670103,0.142579443498216,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",12,10.8205790477989,44.2013422818792,11.1408670826258,26.8434004474273,0.111456866993056,0.0265548098434004,12.6139676672187,32.5935334872979,12.1389526736313,20.4133949191686,10.9468661554156,88.5057736720554,19.4537948118257,53.2655889145497,0.2725539124214,30.2756375838926,0.310186975729349,29.9788590604027,4.13522299529474,6.65771812080537,3.1020228757199,3.48545861297539,4.5032767636618,10.3288590604027,6.50992314292977,18.1700223713647,4.83080554728366,0.157534246575342,6.23965241661579,1.56164383561644,3.04837799201188,3.74657534246575,4.31278408684356,4.76712328767123,0.09202480615334,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KACY",1,10.5353315767537,42.6181015452539,10.2321788410102,25.4061810154525,0.265855617583035,0.12046357615894,12.4727388367176,30.9602649006623,12.507544461801,16.3443708609272,12.8400420693033,83.9293598233996,16.7976957871676,47.6865342163355,0.26002206848339,30.191766004415,0.278809904037893,29.8988520971302,4.1387080891847,5.71523178807947,2.7178959022628,3.80573951434879,4.96681047300837,9.77704194260486,7.73359641743947,20.924944812362,5.39732324428215,-1.1006711409396,8.92939425273008,5.13870246085011,3.59405285419969,4.17002237136465,6.89174016509511,7.65324384787472,0.16208971933253,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",2,13.6117155210381,45.4027777777778,12.5418456067711,25.0178571428571,0.229028694706903,0.103511904761905,14.3102626029617,31.3015873015873,15.4083117515876,14.9265873015873,13.6090562611715,83.1349206349206,15.2567515727876,42.2936507936508,0.23510441770136,30.1744841269841,0.25344151361533,29.8774404761905,4.02315084066416,6.57142857142857,2.55898187605475,3.18452380952381,4.65429412997702,10.2738095238095,7.47052229335689,22.1111111111111,5.66407378405638,-4.27777777777778,8.95493268369435,4.07738095238095,4.7219628005287,5.29761904761905,6.56137595017668,7.32738095238095,0.205642439345636,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",3,11.8571484277509,52.7523629489603,10.6284013860141,31.8884688090737,0.450896275792719,0.162296786389414,13.0318503286338,37.6654064272212,13.7283942642147,20.5368620037807,14.8904731791543,82.5954631379962,19.1857669000693,40.5727788279773,0.201291294889788,30.2383742911153,0.24085549031855,29.9683742911153,4.1870837914376,5.95085066162571,2.80091914880363,3.50472589792061,4.20982403834959,10.2438563327032,6.67985856115048,21.9735349716446,6.29721781171532,-5.06427221172023,8.60474134305027,3.79584120982987,4.89768431813733,6.42533081285444,6.11356643570554,7.14177693761815,0.313919164578229,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
